customer_id,segment,recency_days,frequency,monetary,cltv,R_score,F_score,M_score,RFM_score,churn_risk,channel,country,crm_action
1286,At-Risk,197,2,660,308.88,5,3,4,534,0,Search,China,Win-back campaign within 7 days
1287,Lost,1537,1,60,28.08,1,1,1,111,1,Offline,Canada,Suppress — flag for quarterly review
1288,At-Risk,252,2,100,46.8,4,3,1,431,0,Social,Australia,Win-back campaign within 7 days
1289,Lost,1534,1,150,70.56,1,1,2,112,1,Social,India,Suppress — flag for quarterly review
1290,Champions,698,2,4625,2170.05,3,3,5,335,0,Search,USA,Referral program + premium card upsell
1291,Lost,1532,1,8,3.76,1,1,1,111,1,Social,UK,Suppress — flag for quarterly review
1292,At-Risk,581,2,2200,1034.88,3,3,5,335,0,Search,Australia,Win-back campaign within 7 days
1293,Lost,1529,1,48,22.58,1,1,1,111,1,Offline,Japan,Suppress — flag for quarterly review
1294,Lost,1528,1,50,23.52,1,1,1,111,1,Offline,UK,Suppress — flag for quarterly review
1295,Champions,219,2,9180,4329.29,5,3,5,535,0,Offline,Canada,Referral program + premium card upsell
1296,Lost,1525,1,75,35.46,1,1,1,111,1,Search,Japan,Suppress — flag for quarterly review
1297,Lost,1524,1,105,49.64,1,1,2,112,1,Other,Australia,Suppress — flag for quarterly review
1298,Lost,1524,1,240,113.47,1,1,3,113,1,Search,India,Suppress — flag for quarterly review
1299,Promising,306,3,400,189.12,4,5,3,453,0,Social,Australia,Cross-sell — travel rewards / premium product
1300,Lost,1523,1,2000,945.6,1,1,4,114,1,Social,Canada,Suppress — flag for quarterly review
1301,Lost,1521,1,240,113.47,1,1,3,113,1,Search,Spain,Suppress — flag for quarterly review
1302,Lost,1519,1,140,66.19,1,1,2,112,1,Social,India,Suppress — flag for quarterly review
1303,Lost,1519,1,200,94.56,1,1,2,112,1,Offline,UK,Suppress — flag for quarterly review
1304,At-Risk,627,2,208,98.59,3,4,2,342,0,Social,Canada,Win-back campaign within 7 days
1305,Lost,1517,1,70,33.26,1,1,1,111,1,Social,India,Suppress — flag for quarterly review
1306,Lost,1514,1,54,25.66,1,1,1,111,1,Social,USA,Suppress — flag for quarterly review
1307,Lost,1513,1,75,35.64,1,1,1,111,1,Other,Spain,Suppress — flag for quarterly review
1308,Lost,1513,1,320,152.06,1,1,3,113,1,Social,Italy,Suppress — flag for quarterly review
1309,At-Risk,592,2,200,95.28,3,4,2,342,0,Social,Canada,Win-back campaign within 7 days
1310,Lost,1510,1,125,59.7,1,1,2,112,1,Social,Australia,Suppress — flag for quarterly review
1311,Promising,33,4,163,77.75,5,5,2,552,0,Social,Spain,Cross-sell — travel rewards / premium product
1312,Promising,501,3,670,319.99,4,5,4,454,0,Social,Italy,Cross-sell — travel rewards / premium product
1313,Promising,162,3,285,136.12,5,5,3,553,0,Offline,China,Cross-sell — travel rewards / premium product
1314,Lost,1507,1,35,16.72,1,1,1,111,1,Social,Canada,Suppress — flag for quarterly review
1315,At-Risk,721,2,240,114.62,3,4,3,343,0,Social,Spain,Win-back campaign within 7 days
1316,Promising,26,3,320,152.84,5,5,3,553,0,Other,Spain,Cross-sell — travel rewards / premium product
1317,At-Risk,107,2,242,115.58,5,4,3,543,0,Social,Italy,Win-back campaign within 7 days
1318,Lost,1505,1,8,3.82,1,1,1,111,1,Social,Canada,Suppress — flag for quarterly review
1319,Lost,1504,1,105,50.15,1,1,2,112,1,Social,USA,Suppress — flag for quarterly review
1320,Promising,367,3,450,215.64,4,5,3,453,0,Other,UK,Cross-sell — travel rewards / premium product
1321,At-Risk,185,2,615,294.46,5,4,4,544,0,Social,China,Win-back campaign within 7 days
1322,Promising,271,3,1120,537.6,4,5,4,454,0,Other,UK,Cross-sell — travel rewards / premium product
1323,Lost,1501,1,420,201.6,1,1,3,113,1,Social,Italy,Suppress — flag for quarterly review
1324,Promising,383,3,1800,864.0,4,5,4,454,0,Offline,Australia,Cross-sell — travel rewards / premium product
1325,Promising,142,3,790,379.83,5,5,4,554,0,Offline,India,Cross-sell — travel rewards / premium product
1326,Lost,1498,1,100,48.0,1,1,1,111,1,Social,Canada,Suppress — flag for quarterly review
1327,At-Risk,506,2,105,50.53,4,4,2,442,0,Search,Japan,Win-back campaign within 7 days
1328,Champions,1496,1,6000,2894.4,1,1,5,115,1,Search,Italy,Referral program + premium card upsell
1329,Lost,1495,1,1200,578.88,1,1,4,114,1,Social,Japan,Suppress — flag for quarterly review
1330,Lost,1495,1,250,120.6,1,1,3,113,1,Search,UK,Suppress — flag for quarterly review
1331,At-Risk,378,2,465,223.76,4,4,4,444,0,Social,Australia,Win-back campaign within 7 days
1332,Lost,1494,1,300,144.72,1,1,3,113,1,Social,Spain,Suppress — flag for quarterly review
1333,At-Risk,323,2,65,31.36,4,4,1,441,0,Other,Canada,Win-back campaign within 7 days
1334,Promising,459,3,218,105.34,4,5,2,452,0,Search,UK,Cross-sell — travel rewards / premium product
1335,Champions,553,3,4890,2366.76,3,5,5,355,0,Social,India,Referral program + premium card upsell
1336,Lost,1488,1,300,145.44,1,1,3,113,1,Search,USA,Suppress — flag for quarterly review
1337,At-Risk,269,2,525,253.89,4,4,4,444,0,Social,Japan,Win-back campaign within 7 days
1338,Lost,1487,1,120,58.18,1,1,2,112,1,Search,Japan,Suppress — flag for quarterly review
1339,At-Risk,216,2,225,108.81,5,4,2,542,0,Search,Italy,Win-back campaign within 7 days
1340,At-Risk,64,2,435,210.37,5,4,3,543,0,Other,China,Win-back campaign within 7 days
1341,Lost,1487,1,1200,581.76,1,1,4,114,1,Social,Spain,Suppress — flag for quarterly review
1342,At-Risk,545,2,3090,1498.03,3,4,5,345,0,Social,USA,Win-back campaign within 7 days
1343,Promising,178,3,695,337.5,5,5,4,554,0,Offline,USA,Cross-sell — travel rewards / premium product
1344,At-Risk,290,2,64,31.1,4,4,1,441,0,Other,Canada,Win-back campaign within 7 days
1345,Lost,1481,1,18,8.77,1,1,1,111,1,Social,Italy,Suppress — flag for quarterly review
1346,At-Risk,525,2,245,119.07,4,4,3,443,0,Social,Australia,Win-back campaign within 7 days
1347,Champions,213,3,7890,3837.7,5,5,5,555,0,Offline,Canada,Referral program + premium card upsell
1348,Lost,1479,1,1200,584.64,1,1,4,114,1,Social,Canada,Suppress — flag for quarterly review
1349,At-Risk,226,2,505,246.04,5,4,4,544,0,Search,Spain,Win-back campaign within 7 days
1350,Lost,1477,1,1600,779.52,1,1,4,114,1,Social,Italy,Suppress — flag for quarterly review
1351,Lost,1477,1,54,26.31,1,1,1,111,1,Offline,Australia,Suppress — flag for quarterly review
1353,Lost,1476,1,360,175.39,1,1,3,113,1,Offline,Canada,Suppress — flag for quarterly review
1354,At-Risk,289,2,3150,1538.46,4,4,5,445,0,Social,China,Win-back campaign within 7 days
1355,Lost,1475,1,360,175.39,1,1,3,113,1,Other,Spain,Suppress — flag for quarterly review
1356,At-Risk,511,2,180,87.91,4,4,2,442,0,Offline,Canada,Win-back campaign within 7 days
1357,Lost,1473,1,90,44.06,1,1,1,111,1,Search,USA,Suppress — flag for quarterly review
1358,At-Risk,340,2,190,93.02,4,4,2,442,0,Social,India,Win-back campaign within 7 days
1359,Lost,1472,1,360,176.26,1,1,3,113,1,Social,Australia,Suppress — flag for quarterly review
1361,Promising,242,4,3323,1624.95,4,5,5,455,0,Offline,USA,Cross-sell — travel rewards / premium product
1362,At-Risk,149,2,1050,515.34,5,4,4,544,0,Search,Australia,Win-back campaign within 7 days
1363,At-Risk,318,2,560,274.85,4,4,4,444,0,Social,Spain,Win-back campaign within 7 days
1364,Promising,226,3,425,208.76,5,5,3,553,0,Search,Italy,Cross-sell — travel rewards / premium product
1365,At-Risk,674,2,485,238.62,3,4,4,344,0,Social,Japan,Win-back campaign within 7 days
1366,At-Risk,242,2,2640,1302.05,4,4,5,445,0,Other,UK,Win-back campaign within 7 days
1367,Lost,1461,1,1600,787.2,1,1,4,114,1,Other,UK,Suppress — flag for quarterly review
1368,At-Risk,567,2,130,64.27,3,4,2,342,0,Search,India,Win-back campaign within 7 days
1369,Promising,204,3,2600,1285.44,5,5,5,555,0,Social,Japan,Cross-sell — travel rewards / premium product
1370,Lost,1457,1,2400,1186.56,1,1,5,115,1,Social,India,Suppress — flag for quarterly review
1371,Lost,1455,1,30,14.83,1,1,1,111,1,Offline,Spain,Suppress — flag for quarterly review
1372,Lost,1454,1,120,59.33,1,1,2,112,1,Social,Canada,Suppress — flag for quarterly review
1373,Lost,1454,1,150,74.16,1,1,2,112,1,Social,Australia,Suppress — flag for quarterly review
1374,Lost,1454,1,3000,1483.2,1,1,5,115,1,Social,Italy,Suppress — flag for quarterly review
1375,Lost,1453,1,80,39.55,1,1,1,111,1,Social,UK,Suppress — flag for quarterly review
1376,At-Risk,661,2,490,242.84,3,4,4,344,0,Other,China,Win-back campaign within 7 days
1377,Lost,1451,1,3000,1490.4,1,1,5,115,1,Social,Spain,Suppress — flag for quarterly review
1378,Lost,1451,1,150,74.52,1,1,2,112,1,Social,Italy,Suppress — flag for quarterly review
1379,Promising,35,3,216,107.31,5,5,2,552,0,Social,Spain,Cross-sell — travel rewards / premium product
1380,Lost,1450,1,160,79.49,1,1,2,112,1,Search,Australia,Suppress — flag for quarterly review
1381,At-Risk,155,2,166,82.67,5,4,2,542,0,Search,Italy,Win-back campaign within 7 days
1382,At-Risk,136,2,200,99.6,5,4,2,542,0,Social,Spain,Win-back campaign within 7 days
1383,At-Risk,313,2,106,52.92,4,4,2,442,0,Social,Japan,Win-back campaign within 7 days
1384,At-Risk,543,2,340,169.73,3,4,3,343,0,Other,China,Win-back campaign within 7 days
1385,Champions,1440,1,7200,3594.24,1,1,5,115,1,Social,Australia,Referral program + premium card upsell
1386,Lost,1439,1,30,14.98,1,1,1,111,1,Search,China,Suppress — flag for quarterly review
1387,Lost,1438,1,350,175.56,1,1,3,113,1,Social,Spain,Suppress — flag for quarterly review
1388,Lost,1437,1,400,200.64,1,1,3,113,1,Search,Japan,Suppress — flag for quarterly review
1389,At-Risk,557,2,115,57.68,3,4,2,342,0,Social,Italy,Win-back campaign within 7 days
1390,Lost,1435,1,100,50.16,1,1,1,111,1,Other,Spain,Suppress — flag for quarterly review
1391,Champions,221,3,8105,4071.96,5,5,5,555,0,Search,Spain,Referral program + premium card upsell
1392,At-Risk,276,2,2050,1030.74,4,4,5,445,0,Search,Japan,Win-back campaign within 7 days
1393,Promising,223,3,386,193.93,5,5,3,553,0,Social,UK,Cross-sell — travel rewards / premium product
1394,Champions,625,2,7225,3632.73,3,4,5,345,0,Social,USA,Referral program + premium card upsell
1395,Lost,1432,1,200,100.32,1,1,2,112,1,Search,Australia,Suppress — flag for quarterly review
1396,At-Risk,123,2,1700,854.76,5,4,4,544,0,Social,Spain,Win-back campaign within 7 days
1397,At-Risk,283,2,540,272.16,4,4,4,444,0,Social,Canada,Win-back campaign within 7 days
1398,At-Risk,429,2,460,231.84,4,4,4,444,0,Other,Australia,Win-back campaign within 7 days
1399,Lost,1427,1,160,80.64,1,1,2,112,1,Social,Spain,Suppress — flag for quarterly review
1400,At-Risk,382,2,960,484.99,4,4,4,444,0,Social,UK,Win-back campaign within 7 days
1401,At-Risk,377,2,240,121.25,4,4,3,443,0,Search,UK,Win-back campaign within 7 days
1402,At-Risk,71,2,3210,1621.69,5,4,5,545,0,Search,China,Win-back campaign within 7 days
1403,At-Risk,435,2,174,87.9,4,4,2,442,0,Offline,Australia,Win-back campaign within 7 days
1404,At-Risk,130,2,480,242.5,5,4,4,544,0,Social,Australia,Win-back campaign within 7 days
1405,At-Risk,499,2,3000,1515.6,4,4,5,445,0,Search,USA,Win-back campaign within 7 days
1406,Lost,1423,1,280,141.79,1,1,3,113,1,Social,Japan,Suppress — flag for quarterly review
1407,Champions,126,2,7260,3676.46,5,4,5,545,0,Search,Spain,Referral program + premium card upsell
1408,Lost,1422,1,16,8.1,1,1,1,111,1,Social,Australia,Suppress — flag for quarterly review
1409,At-Risk,80,2,210,106.34,5,4,2,542,0,Search,China,Win-back campaign within 7 days
1410,Lost,1422,1,50,25.32,1,1,1,111,1,Social,China,Suppress — flag for quarterly review
1411,Lost,1421,1,360,182.3,1,1,3,113,1,Other,Spain,Suppress — flag for quarterly review
1412,Lost,1421,1,270,136.73,1,1,3,113,1,Offline,UK,Suppress — flag for quarterly review
1413,At-Risk,148,2,250,126.6,5,4,3,543,0,Social,India,Win-back campaign within 7 days
1414,Lost,1419,1,100,50.64,1,1,1,111,1,Search,Japan,Suppress — flag for quarterly review
1415,Promising,91,3,1675,849.55,5,5,4,554,0,Social,Canada,Cross-sell — travel rewards / premium product
1416,Lost,1419,1,105,53.17,1,1,2,112,1,Social,USA,Suppress — flag for quarterly review
1417,At-Risk,282,2,3500,1776.6,4,4,5,445,0,Search,Canada,Win-back campaign within 7 days
1418,Lost,1419,1,150,75.96,1,1,2,112,1,Offline,China,Suppress — flag for quarterly review
1419,At-Risk,521,2,95,48.22,4,4,1,441,0,Other,Spain,Win-back campaign within 7 days
1420,Lost,1416,1,30,15.26,1,1,1,111,1,Social,Italy,Suppress — flag for quarterly review
1421,At-Risk,228,2,100,50.88,5,4,1,541,0,Social,China,Win-back campaign within 7 days
1422,Lost,1416,1,70,35.62,1,1,1,111,1,Social,India,Suppress — flag for quarterly review
1423,Lost,1416,1,250,127.2,1,1,3,113,1,Social,China,Suppress — flag for quarterly review
1424,At-Risk,160,2,108,54.95,5,4,2,542,0,Search,UK,Win-back campaign within 7 days
1425,At-Risk,418,2,360,183.17,4,4,3,443,0,Other,India,Win-back campaign within 7 days
1426,Lost,1414,1,40,20.35,1,1,1,111,1,Social,Japan,Suppress — flag for quarterly review
1427,Lost,1412,1,90,45.79,1,1,1,111,1,Social,Australia,Suppress — flag for quarterly review
1428,Lost,1412,1,160,81.41,1,1,2,112,1,Social,China,Suppress — flag for quarterly review
1429,Lost,1411,1,75,38.34,1,1,1,111,1,Search,Japan,Suppress — flag for quarterly review
1430,Champions,289,2,7620,3895.34,4,4,5,445,0,Social,China,Referral program + premium card upsell
1431,Lost,1409,1,2500,1278.0,1,1,5,115,1,Search,Canada,Suppress — flag for quarterly review
1432,Lost,1408,1,140,71.57,1,1,2,112,1,Offline,Australia,Suppress — flag for quarterly review
1433,Lost,1402,1,150,77.04,1,1,2,112,1,Offline,Australia,Suppress — flag for quarterly review
1434,Promising,171,3,3750,1926.0,5,5,5,555,0,Offline,UK,Cross-sell — travel rewards / premium product
1435,Lost,1400,1,150,77.04,1,1,2,112,1,Social,Japan,Suppress — flag for quarterly review
1436,At-Risk,69,2,520,267.7,5,4,4,544,0,Social,India,Win-back campaign within 7 days
1437,Promising,27,3,625,321.99,5,5,4,554,0,Social,USA,Cross-sell — travel rewards / premium product
1438,Lost,1396,1,25,12.9,1,1,1,111,1,Social,USA,Suppress — flag for quarterly review
1439,At-Risk,310,2,1200,620.64,4,4,4,444,0,Search,Italy,Win-back campaign within 7 days
1440,Promising,19,4,1655,855.97,5,5,4,554,0,Social,UK,Cross-sell — travel rewards / premium product
1441,Lost,1392,1,105,54.43,1,1,2,112,1,Social,UK,Suppress — flag for quarterly review
1442,Promising,38,3,960,496.9,5,5,4,554,0,Offline,Japan,Cross-sell — travel rewards / premium product
1443,Lost,1390,1,420,217.73,1,1,3,113,1,Search,China,Suppress — flag for quarterly review
1444,Lost,1389,1,175,90.72,1,1,2,112,1,Search,Canada,Suppress — flag for quarterly review
1445,At-Risk,562,2,280,145.15,3,4,3,343,0,Offline,UK,Win-back campaign within 7 days
1446,At-Risk,442,2,400,207.36,4,4,3,443,0,Social,China,Win-back campaign within 7 days
1447,Lost,1387,1,4500,2332.8,1,1,5,115,1,Social,Australia,Suppress — flag for quarterly review
1448,Lost,1385,1,140,72.91,1,1,2,112,1,Social,Italy,Suppress — flag for quarterly review
1449,Lost,1384,1,4800,2499.84,1,1,5,115,1,Social,India,Suppress — flag for quarterly review
1450,Promising,240,4,1465,762.97,4,5,4,454,0,Search,Italy,Cross-sell — travel rewards / premium product
1451,Lost,1381,1,35,18.23,1,1,1,111,1,Offline,India,Suppress — flag for quarterly review
1452,At-Risk,602,2,2600,1357.2,3,4,5,345,0,Social,India,Win-back campaign within 7 days
1453,At-Risk,101,2,200,104.64,5,4,2,542,0,Social,Spain,Win-back campaign within 7 days
1454,Lost,1377,1,75,39.24,1,1,1,111,1,Social,Japan,Suppress — flag for quarterly review
1455,Lost,1375,1,2400,1255.68,1,1,5,115,1,Other,UK,Suppress — flag for quarterly review
1456,Promising,34,3,228,119.47,5,5,2,552,0,Social,UK,Cross-sell — travel rewards / premium product
1457,Lost,1375,1,80,41.86,1,1,1,111,1,Social,UK,Suppress — flag for quarterly review
1458,Promising,465,3,890,466.37,4,5,4,454,0,Other,Canada,Cross-sell — travel rewards / premium product
1459,At-Risk,661,2,1740,912.46,3,4,4,344,0,Other,UK,Win-back campaign within 7 days
1460,Promising,87,3,3178,1665.27,5,5,5,555,0,Offline,Australia,Cross-sell — travel rewards / premium product
1461,At-Risk,299,2,320,167.81,4,4,3,443,0,Other,Australia,Win-back campaign within 7 days
1462,Lost,1372,1,450,236.52,1,1,3,113,1,Social,China,Suppress — flag for quarterly review
1463,At-Risk,530,2,520,272.69,4,4,4,444,0,Offline,Japan,Win-back campaign within 7 days
1464,Promising,70,4,3170,1666.15,5,5,5,555,0,Social,Italy,Cross-sell — travel rewards / premium product
1465,At-Risk,122,2,540,284.47,5,4,4,544,0,Social,China,Win-back campaign within 7 days
1466,Lost,1368,1,18,9.46,1,1,1,111,1,Offline,Italy,Suppress — flag for quarterly review
1467,Lost,1367,1,90,47.3,1,1,1,111,1,Social,Canada,Suppress — flag for quarterly review
1468,Promising,212,3,4215,2222.15,5,5,5,555,0,Social,Spain,Cross-sell — travel rewards / premium product
1469,Lost,1365,1,50,26.4,1,1,1,111,1,Social,Italy,Suppress — flag for quarterly review
1470,Champions,1362,1,9000,4752.0,1,1,5,115,1,Social,China,Referral program + premium card upsell
1471,Lost,1355,1,250,132.6,1,1,3,113,1,Social,Italy,Suppress — flag for quarterly review
1472,Lost,1354,1,100,53.28,1,1,1,111,1,Other,USA,Suppress — flag for quarterly review
1473,At-Risk,622,2,1620,861.19,3,4,4,344,0,Social,Italy,Win-back campaign within 7 days
1474,Promising,214,3,640,340.99,5,5,4,554,0,Social,India,Cross-sell — travel rewards / premium product
1475,Lost,1351,1,50,26.64,1,1,1,111,1,Search,UK,Suppress — flag for quarterly review
1476,Promising,105,3,237,126.46,5,5,3,553,0,Social,USA,Cross-sell — travel rewards / premium product
1477,Promising,260,3,181,96.58,4,5,2,452,0,Social,Canada,Cross-sell — travel rewards / premium product
1478,Lost,1349,1,15,7.99,1,1,1,111,1,Other,Italy,Suppress — flag for quarterly review
1479,Promising,172,5,323,172.71,5,5,3,553,0,Search,Canada,Cross-sell — travel rewards / premium product
1480,Lost,1347,1,90,48.17,1,1,1,111,1,Offline,India,Suppress — flag for quarterly review
1481,At-Risk,44,2,1980,1059.7,5,4,4,544,0,Social,USA,Win-back campaign within 7 days
1482,Champions,379,2,4900,2622.48,4,4,5,445,0,Search,Italy,Referral program + premium card upsell
1483,Lost,1345,1,240,128.45,1,1,3,113,1,Social,Italy,Suppress — flag for quarterly review
1484,Lost,1345,1,125,66.9,1,1,2,112,1,Search,Italy,Suppress — flag for quarterly review
1485,At-Risk,180,2,150,80.28,5,4,2,542,0,Other,Italy,Win-back campaign within 7 days
1486,Promising,12,3,2124,1138.46,5,5,5,555,0,Social,Australia,Cross-sell — travel rewards / premium product
1487,Lost,1343,1,100,53.52,1,2,1,121,1,Social,Japan,Suppress — flag for quarterly review
1488,Lost,1341,1,30,16.13,2,2,1,221,1,Social,Japan,Suppress — flag for quarterly review
1489,At-Risk,524,2,53,28.49,4,4,1,441,0,Offline,Canada,Win-back campaign within 7 days
1490,Lost,1340,1,16,8.6,2,2,1,221,1,Social,Canada,Suppress — flag for quarterly review
1491,At-Risk,416,2,540,290.3,4,4,4,444,0,Offline,Spain,Win-back campaign within 7 days
1492,Lost,1339,1,175,94.08,2,2,2,222,1,Offline,Canada,Suppress — flag for quarterly review
1493,At-Risk,380,2,530,285.56,4,4,4,444,0,Other,USA,Win-back campaign within 7 days
1494,Lost,1336,1,100,54.0,2,2,1,221,1,Social,Spain,Suppress — flag for quarterly review
1495,Lost,1336,1,3000,1620.0,2,2,5,225,1,Social,China,Suppress — flag for quarterly review
1496,Champions,371,3,9620,5194.81,4,5,5,455,0,Social,UK,Referral program + premium card upsell
1497,Lost,1333,1,400,216.0,2,2,3,223,1,Other,Australia,Suppress — flag for quarterly review
1498,Lost,1333,1,800,432.0,2,2,4,224,1,Search,China,Suppress — flag for quarterly review
1499,Lost,1333,1,1200,648.0,2,2,4,224,1,Social,UK,Suppress — flag for quarterly review
1500,Lost,1331,1,16,8.64,2,2,1,221,1,Other,USA,Suppress — flag for quarterly review
1501,Lost,1330,1,150,81.36,2,2,2,222,1,Social,Spain,Suppress — flag for quarterly review
1502,Lost,1328,1,180,97.63,2,2,2,222,1,Other,Japan,Suppress — flag for quarterly review
1503,Lost,1328,1,8,4.34,2,2,1,221,1,Search,USA,Suppress — flag for quarterly review
1504,Lost,1328,1,45,24.41,2,2,1,221,1,Social,Japan,Suppress — flag for quarterly review
1505,Champions,1328,1,6000,3254.4,2,2,5,225,1,Offline,Japan,Referral program + premium card upsell
1506,Lost,1327,1,48,26.04,2,2,1,221,1,Other,Australia,Suppress — flag for quarterly review
1507,Lost,1325,1,210,113.9,2,2,2,222,1,Search,India,Suppress — flag for quarterly review
1508,Lost,1325,1,36,19.53,2,2,1,221,1,Offline,Australia,Suppress — flag for quarterly review
1509,Lost,1324,1,420,228.82,2,2,3,223,1,Social,China,Suppress — flag for quarterly review
1510,At-Risk,157,2,335,182.51,5,4,3,543,0,Social,Spain,Win-back campaign within 7 days
1511,Lost,1322,1,15,8.17,2,2,1,221,1,Social,Japan,Suppress — flag for quarterly review
1512,At-Risk,495,2,320,174.34,4,4,3,443,0,Other,China,Win-back campaign within 7 days
1513,Lost,1321,1,240,130.75,2,2,3,223,1,Social,UK,Suppress — flag for quarterly review
1514,Lost,1320,1,240,130.75,2,2,3,223,1,Social,India,Suppress — flag for quarterly review
1515,Lost,1319,1,150,81.72,2,2,2,222,1,Other,Australia,Suppress — flag for quarterly review
1516,At-Risk,359,2,555,303.03,4,4,4,444,0,Social,USA,Win-back campaign within 7 days
1517,Lost,1316,1,40,21.89,2,2,1,221,1,Search,India,Suppress — flag for quarterly review
1518,At-Risk,243,2,2600,1422.72,4,4,5,445,0,Offline,Canada,Win-back campaign within 7 days
1519,Lost,1316,1,70,38.3,2,2,1,221,1,Offline,USA,Suppress — flag for quarterly review
1520,At-Risk,236,2,392,214.5,5,4,3,543,0,Social,India,Win-back campaign within 7 days
1521,Lost,1314,1,80,43.78,2,2,1,221,1,Other,India,Suppress — flag for quarterly review
1522,Champions,1313,1,9000,4924.8,2,2,5,225,1,Offline,Japan,Referral program + premium card upsell
1523,At-Risk,688,2,106,58.13,3,4,2,342,0,Offline,UK,Win-back campaign within 7 days
1524,Lost,1312,1,500,274.8,2,2,4,224,1,Other,Spain,Suppress — flag for quarterly review
1525,Lost,1312,1,450,247.32,2,2,3,223,1,Search,Spain,Suppress — flag for quarterly review
1526,Lost,1310,1,80,43.97,2,2,1,221,1,Search,USA,Suppress — flag for quarterly review
1527,Champions,31,3,7218,3972.79,5,5,5,555,0,Offline,Canada,Referral program + premium card upsell
1528,At-Risk,506,2,554,305.14,4,4,4,444,0,Social,India,Win-back campaign within 7 days
1529,Champions,352,2,4950,2726.46,4,4,5,445,0,Social,UK,Referral program + premium card upsell
1530,Lost,1307,1,75,41.4,2,2,1,221,1,Offline,UK,Suppress — flag for quarterly review
1531,Champions,234,2,4770,2627.32,5,4,5,545,0,Social,China,Referral program + premium card upsell
1532,At-Risk,499,2,218,120.34,4,4,2,442,0,Other,China,Win-back campaign within 7 days
1533,Lost,1303,1,280,154.56,2,2,3,223,1,Social,USA,Suppress — flag for quarterly review
1534,Champions,616,2,4875,2696.85,3,4,5,345,0,Search,USA,Referral program + premium card upsell
1535,Lost,1301,1,120,66.53,2,2,2,222,1,Search,China,Suppress — flag for quarterly review
1536,At-Risk,74,2,700,387.24,5,4,4,544,0,Social,India,Win-back campaign within 7 days
1537,Lost,1300,1,175,97.02,2,2,2,222,1,Social,Spain,Suppress — flag for quarterly review
1538,Hibernating,1300,1,3000,1663.2,2,2,5,225,1,Social,Japan,Reactivation email series
1539,At-Risk,246,2,116,64.31,4,4,2,442,0,Social,Spain,Win-back campaign within 7 days
1540,Lost,1299,1,240,133.06,2,2,3,223,1,Social,UK,Suppress — flag for quarterly review
1541,Promising,364,3,780,432.43,4,5,4,454,0,Offline,China,Cross-sell — travel rewards / premium product
1542,Lost,1299,1,72,39.92,2,2,1,221,1,Offline,Japan,Suppress — flag for quarterly review
1543,Promising,45,3,670,371.44,5,5,4,554,0,Other,India,Cross-sell — travel rewards / premium product
1544,Lost,1297,1,40,22.18,2,2,1,221,1,Social,USA,Suppress — flag for quarterly review
1545,At-Risk,143,2,780,433.37,5,4,4,544,0,Social,Australia,Win-back campaign within 7 days
1546,Lost,1297,1,240,133.06,2,2,3,223,1,Other,China,Suppress — flag for quarterly review
1547,Lost,1297,1,80,44.35,2,2,1,221,1,Offline,UK,Suppress — flag for quarterly review
1548,Lost,1296,1,400,221.76,2,2,3,223,1,Search,UK,Suppress — flag for quarterly review
1549,At-Risk,686,2,480,266.69,3,4,4,344,0,Social,Canada,Win-back campaign within 7 days
1550,Promising,107,3,3118,1731.11,5,5,5,555,0,Other,USA,Cross-sell — travel rewards / premium product
1551,Lost,1296,1,100,55.44,2,2,1,221,1,Offline,China,Suppress — flag for quarterly review
1552,At-Risk,701,2,180,100.01,3,4,2,342,0,Offline,Italy,Win-back campaign within 7 days
1553,Lost,1295,1,15,8.35,2,2,1,221,1,Offline,India,Suppress — flag for quarterly review
1554,Lost,1295,1,540,300.67,2,2,4,224,1,Offline,Australia,Suppress — flag for quarterly review
1555,Lost,1293,1,54,30.07,2,2,1,221,1,Other,Australia,Suppress — flag for quarterly review
1556,Lost,1292,1,50,27.84,2,2,1,221,1,Search,Canada,Suppress — flag for quarterly review
1557,Promising,297,4,639,356.56,4,5,4,454,0,Search,UK,Cross-sell — travel rewards / premium product
1558,Lost,1289,1,175,97.86,2,2,2,222,1,Social,China,Suppress — flag for quarterly review
1559,Promising,130,3,3300,1842.72,5,5,5,555,0,Other,Spain,Cross-sell — travel rewards / premium product
1560,Champions,541,2,7500,4185.0,3,4,5,345,0,Search,China,Referral program + premium card upsell
1561,Promising,497,3,1970,1100.05,4,5,4,454,0,Search,Japan,Cross-sell — travel rewards / premium product
1562,Lost,1287,1,270,150.98,2,2,3,223,1,Other,Spain,Suppress — flag for quarterly review
1563,Lost,1286,1,160,89.47,2,2,2,222,1,Social,Italy,Suppress — flag for quarterly review
1564,Lost,1284,1,24,13.48,2,2,1,221,1,Social,UK,Suppress — flag for quarterly review
1565,Promising,256,3,180,101.09,4,5,2,452,0,Offline,Spain,Cross-sell — travel rewards / premium product
1566,Promising,384,3,550,309.75,4,5,4,454,0,Other,China,Cross-sell — travel rewards / premium product
1567,Hibernating,1279,1,150,84.6,2,2,2,222,1,Social,China,Reactivation email series
1568,Promising,548,3,1265,712.45,3,5,4,354,0,Social,Italy,Cross-sell — travel rewards / premium product
1569,Hibernating,1276,1,125,70.5,2,2,2,222,1,Social,India,Reactivation email series
1570,At-Risk,731,2,1920,1085.18,3,4,4,344,0,Search,China,Win-back campaign within 7 days
1571,At-Risk,529,2,1675,946.71,4,4,4,444,0,Other,Australia,Win-back campaign within 7 days
